"@title","thai"
"#00542","บริษัทสำนักพิมพ์ที่มีชื่อเสียงแต่ละแห่งมีรางวัลเป็นของตัวเอง หากคุณพลาดแม้แต่รางวัล Newbie Awards แม้แต่รางวัลเดียว ก็อาจทำให้การเดินทางอันยากลำบากในการเป็นดาราการ์ตูนยากขึ้นอีก<br><br>เรายังพบว่า  ข้อมูลบางอย่างที่ระบุว่านอกเหนือจากรางวัลเหล่านี้ ยังมีรางวัลที่แจกตามอันดับศิลปินการ์ตูนอีกด้วย”
"#00543","เมื่อศิลปินมังงะรับผู้ช่วย สิ่งหนึ่งที่พวกเขาสังเกตเห็นก็คือรูปแบบศิลปะของพวกเขาแตกต่างกันอย่างไร แต่เมื่อศิลปินไม่สามารถทำงานทั้งหมดให้เสร็จตามลำพังได้ ผู้ช่วยสามารถให้ความช่วยเหลือที่มีค่าได้ นอกจากนี้ เนื่องจาก  ผู้ช่วยใช้อุปกรณ์ที่มีความกระตือรือร้นและกระตือรือร้น คุณสามารถได้รับคะแนนพล็อตมากมายและเพิ่มระดับอุปกรณ์ของคุณได้อย่างง่ายดาย ผู้ช่วยที่ดีสามารถเป็นอาวุธที่สะดวกและสำคัญเมื่อต่อสู้ในสงครามเพื่อเป็นศิลปินการ์ตูนที่ดีที่สุด"
"#00544","ทั้งนี้ขึ้นอยู่กับผู้จัดพิมพ์ มีโอกาสที่มังงะสามารถสร้างเป็นอนิเมะหรือภาพยนตร์ได้... เราได้ยินมาว่ามังงะที่ได้รับการอัปเกรดเหล่านี้มีความเกี่ยวข้องอย่างใกล้ชิดกับการขายหนังสือปกอ่อน และ  ผู้จัดพิมพ์มังงะที่มีส่วนเกี่ยวข้องมาเป็นเวลานาน นอกจากนี้ ยิ่งคุณผลิตมังงะจำนวนมากเท่าใด ผู้จัดพิมพ์ก็จะยิ่งผูกพันกับคุณมากขึ้นเท่านั้น และการค้าก็จะง่ายขึ้น <br><br>บน  ในทางกลับกัน ถ้าผู้จัดพิมพ์ไม่ติดใจคุณน้อยก็จะทำการค้าได้ยาก ... หรืออย่างที่กล่าวกัน ข้างๆ 5 ผู้จัดพิมพ์รายใหญ่ เมื่อเร็ว ๆ นี้ผู้จัดพิมพ์ในต่างประเทศรายใหญ่ก็เข้าร่วมโลกการ์ตูนและการขยายตัว  ไม่มีทีท่าว่าจะหยุด"
"#00545","<0> ซีรีส์มังงะเรื่อง <2> ในปัจจุบันของ <2> ได้เปิดตัวบนจอเงินในฐานะภาพยนตร์สารคดี ในเช้าวันฉายรอบปฐมทัศน์ เราพบว่ามีแฟนตัวยงคนหนึ่งส่งเสียงฮือฮาในบรรยากาศที่ตื่นเต้นเร้าใจ  ดูหนังจบก็บอกอย่างกระตือรือร้นว่า...""ผมอยากมีส่วนสร้างหนังที่น่าตื่นตาตื่นใจแบบนี้ซักวัน"" เหมือนว่ามีแผนจะฉายหนังในโรงไปอีกนาน  เวลา."
"#00546","<0> ซีรีส์มังงะเรื่อง <2> ในปัจจุบันของ <2> ได้รับการเผยแพร่เป็นภาพยนตร์แอนิเมชั่นแล้ว จำนวนผู้ชมที่สูงและทำให้ใบหน้าของผู้มีส่วนได้เสียมีรอยยิ้ม ดูเหมือนว่ามี  แม้กระทั่งการพูดถึงการออกอากาศระยะยาว ด้วยสายตาของเขาที่มุ่งความสนใจไปที่ดาราอนิเมะระดับประเทศ โปรดิวเซอร์บอกเราว่า... ""ความสำเร็จนี้ต้องขอบคุณการ์ตูนยอดนิยมของ <1>" หากเป็นแบบนี้ต่อไป อาจจะทั้งเรื่อง  ประเทศจะได้รู้จักอนิเมะเรื่องนี้!"
"#00547","เราได้รับข้อมูลมาว่า <0> ได้รับรางวัลอันทรงเกียรติ อาจารย์ด้านมังงะพูดกับเราในหัวข้อนี้ว่า ""สำหรับนักวาดการ์ตูนที่ไม่ได้ฝึกฝนมานานมาก รางวัลนี้จะ  ทำเครื่องหมายเหตุการณ์ประวัติศาสตร์ในอาชีพของพวกเขา"" เราสงสัยว่า <0> จะเติบโตและสร้างความสุขให้กับแฟน ๆ จากที่นี่ได้อย่างไร... เรามีความคาดหวังที่ดี แต่เวลาเท่านั้นที่จะบอกได้"
"#00548","นักวาดการ์ตูน <0> เพิ่งต่อเติมบ้านเสร็จ<br><br>เราสรุปได้ว่านี่หมายความว่าตอนนี้พวกเขาจะสามารถเปลี่ยนอุปกรณ์ได้อย่างง่ายดาย และการ์ตูนของพวกเขาจะ  ให้มีคุณภาพดีขึ้นด้วย!"
"#00549","เรามีข่าวด่วน! นักวาดการ์ตูนชื่อดัง <0> กวาดล้างกวาดรางวัลไปหมดแล้ว และกวาดรางวัลมามากมายในแผ่นดิน โลกของการ์ตูนทั้งหมดได้ร่วมกันแสดงความยินดีกับความสำเร็จอันยอดเยี่ยมนี้  <br>  งาน โลกนี้จะไม่มีวันได้รับพรจากอัจฉริยะการ์ตูนอื่น ๆ ที่พวกเขาชอบ"" ตอนนี้ <1> จะลงไปในหนังสือประวัติศาสตร์ในฐานะการ์ตูนที่ยอดเยี่ยมอย่างแท้จริง และเราสามารถคาดหวังสิ่งที่ยิ่งใหญ่จากพวกเขาในอนาคตได้อย่างแน่นอน  ."
"#00550","ไม่มี"
"#00551","โต๊ะทำงาน"
"#00552","โต๊ะทำงานของคุณ"
"#00553","ฟูกของคุณ"
"#00554","เตียง"
"#00555","ไม่มีอะไรเลย"
"#00556","none.gif"
"#00557","Install eqp. here"
"#00558","Bookshelf"
"#00559","bookshelf_0.gif"
"#00560","Increases the protagonist's parameters"
"#00561","Phone"
"#00562","tell_1.gif"
"#00563","Futon"
"#00564","bed_0.gif"
"#00565","1-Door Fridge"
"#00566","icebox_0.gif"
"#00567","Globe"
"#00568","earth_0.gif"
"#00569","Figure Cabinet"
"#00570","figure_0.gif"
"#00571","TV"
"#00572","tv_0.gif"
"#00573","Floor Lamp"
"#00574","light_0.gif"
"#00575","Fax Machine"
"#00576","tell_0.gif"
"#00577","Momoko Figure"
"#00578","momoko_0.gif"
"#00579","Toy Robot"
"#00580","robot_0.gif"
"#00581","Gaming Setup"
"#00582","tv_1.gif"
"#00583","Fanmail Mountain"
"#00584","funletter_0.gif"
"#00585","Washer"
"#00586","wash_0.gif"
"#00587","Red Fridge"
"#00588","icebox_1.gif"
"#00589","Bookshelf (L)"
"#00590","bookshelf_1.gif"
"#00591","Fish Tank"
"#00592","aquarium_0.gif"
"#00593","Couch"
"#00594","sofa_0.gif"
"#00595","Stereo"
"#00596","stereo_0.gif"
"#00597","Workout Eqp."
"#00598","training_0.gif"
"#00599","Plant"
"#00600","plant_0.gif"
"#00601","Light Box"
"#00602","trace_0.gif"
"#00603","Exercise Bike"
"#00604","bike_0.gif"
"#00605","Air-con"
"#00606","air_conditioner_0.gif"
"#00607","PC"
"#00608","pc_0.gif"
"#00609","Scanner"
"#00610","scanner_0.gif"
"#00611","Printer"
"#00612","printer_0.gif"
"#00613","Digital Camera"
"#00614","camera.gif"
"#00615","Better inspiration results."
"#00616","Video Camera"
"#00617","video.gif"
"#00618","Coffeemaker"
"#00619","copy_0.gif"
"#00620","Huge TV"
"#00621","tv_2.gif"
"#00622","Arcade Game"
"#00623","game_0.gif"
"#00624","Vending Machine"
"#00625","vender_0.gif"
"#00626","Trophy"
"#00627","trophy_0.gif"
"#00628","Large Trophy"
"#00629","trophy_1.gif"
"#00630","Chimpan Statue"
"#00631","chinpan_0.gif"
"#00632","Pay attention to it and..."
"#00633","Kairo Statue"
"#00634","kairo_0.gif"
"#00635","ที่นั่ง"
"#00636","ครัว"
"#00637","ห้องน้ำ"
"#00638","ห้องบรรยาย"
"#00639","เพิ่มการเติบโตของผู้ช่วยของคุณเป็นสองเท่า"
"#00640","ห้องนั่งเล่น"
"#00641","เพิ่มโอกาสในการขาย"
"#00642","สระน้ำ"
"#00643","ฟื้นฟูพลังงานให้เร็วขึ้น"
"#00644","ที่จอดรถ"
"#00645","ค้นหาแรงบันดาลใจให้เร็วขึ้น"
"#00646","โรงหนังส่วนตัว"
"#00647","อุปกรณ์ปรากฏบ่อยขึ้น"
"#00648","ประตู"
"#00649","ไม่มีชุด"
"#00650","ผ่อนคลาย"
"#00651","พักผ่อนและฟื้นฟู<br>พลังงานเล็กน้อย"
"#00652","ดื่มน้ำผลไม้"
"#00653","ดื่มแล้วฟื้นฟู<br>พลังงาน"
"#00654","มีไอเดียเด็ดๆ"
"#00655","เติมจินตนาการของคุณ<br>เพื่อรับ PP"
"#00656","ตรวจสอบแนวโน้ม"
"#00657","รวบรวมข้อมูล<br>ที่ทันสมัยเพื่อรับ PP"
"#00658","สนทนากับบรรณาธิการ"
"#00659","พบกับฝูงแบนเทอร์โลป<br>เพื่อเพิ่มเรื่องราว"
"#00660","ระดมสมอง"
"#00661","คิดแล้วได้ PP"
"#00662","การเปลี่ยนชื่อความสนุกสนาน"
"#00663","รีเฟรชเรื่องราวของคุณโดย<br>เปลี่ยนชื่อบางอย่าง"
"#00664","ตัวละครใหม่"
"#00665","ปรับปรุงนักแสดงของคุณโดยเพิ่ม<br>คนใหม่ในมิกซ์"
"#00666","ลอกเลียน"
"#00667","""ยืม"" จากศิลปินเพื่อ<br>ยกระดับคุณภาพของคุณ"
"#00668","วาดพื้นหลัง"
"#00669","ทำซ้ำพื้นหลังของคุณ<br>เพื่อเพิ่มเสน่ห์"
"#00670","วาดตัวละคร"
"#00671","สร้างตัวละครเพื่อ<br>ส่งเสริมศิลปะและเรื่องราว"
"#00672","จัดลำดับความสำคัญความเร็ว"
"#00673","วาดเหมือนสายลมและ<br>โฟกัสที่การตกแต่ง"
"#00674","สะดุดตา"
"#00675","เพิ่มบางอย่างเพื่อเพิ่ม<br>ตัวละครและความแปลกใหม่"
"#00676","กรอกทั้งหน้า"
"#00677","วาดภาพและปรับปรุง<br>ผลิตภัณฑ์ทั้งหมด"
"#00678","นวดให้หน่อย"
"#00679","มานวดเพื่อ<br>ฟื้นฟูพลังกันเถอะ"
"#00680","สนับสนุนเรื่อง"
"#00681","ให้ผู้ช่วยของคุณช่วย<br>คิดโครงเรื่องใหม่"
"#00682","ทำการค้า"
"#00683","เจรจาเส้นทางสู่<br>การค้า"
"#00684","พูดถึงแอนิเมชั่น"
"#00685","รับประทานอาหารกลางวันกับสตูดิโอเพื่อ<br>พูดคุยเกี่ยวกับลิขสิทธิ์อนิเมะ"
"#00686","หนังเสวนา"
"#00687","พูดคุยกับผู้กำกับเพื่อ<br>พูดคุยเกี่ยวกับสิทธิ์ในภาพยนตร์"
"#00688","กลยุทธ์สื่อ"
"#00689","เพิ่มชื่อเสียงของคุณด้วย<br>กลยุทธ์สื่อใหม่"
"#00690","แผนต่างประเทศ"
"#00691","เพิ่มชื่อเสียงของคุณด้วย<br>กลยุทธ์ในต่างประเทศ"
"#00692","วาดโปสเตอร์"
"#00693","วาดโปสเตอร์เพื่อทำให้<br>มังงะของคุณเป็นที่นิยมมากขึ้น"
"#00694","รีทัชหน้า"
"#00695","รีทัชหน้าเพื่อทำให้<br>การ์ตูนของคุณเป็นที่นิยมมากขึ้น"
"#00696","วาดหน้าโบนัส"
"#00697","วาดหน้าโบนัส<br>เพิ่มความนิยม"
"#00698","ฉบับพิเศษ"
"#00699","ฉบับพิเศษจะ <br>เพิ่มความนิยม"
"#00700","สีกลาง"
"#00701","ลงสีแบบเต็ม<br>เพื่อเพิ่มความนิยม"
"#00702","แนะนำสี"
"#00703","ทำอินโทรสีสำหรับ<br>ความนิยมพิเศษ"
"#00704","วาดตัวละครในเกม"
"#00705","ออกแบบตัวละครในเกม<br>เพื่อเพิ่มความนิยม"
"#00706","ธงออกแบบ"
"#00707","ออกแบบธงเพื่อ<br>เพิ่มความนิยม"
"#00708","บทสี"
"#00709","วาดบทสีเพื่อ<br>เพิ่มความนิยม"
"#00710","เลเวอเรจ"
"#00711","ทำการแก้ไข<br>เพื่อดึงดูดแฟนๆ ให้มากขึ้น"
"#00712","ทำให้พวกเขาหัวเราะ"
"#00713","ทำให้แฟนๆ หัวเราะ<br>เพิ่มความน่าสนใจ"
"#00714","รีบูต"
"#00715","เอาใจแฟนๆ ด้วยการ<br>ย้อนเรื่องเก่า"
"#00716","แฟนเซอร์วิส"
"#00717","ทำให้แฟนๆ ร้องว้าวด้วย<br>สิ่งที่กล้าหาญที่พวกเขาจะชอบ"
"#00718","คิดถึงลูกๆ"
"#00719","ทำให้การ์ตูนของคุณ<br>ดึงดูดเด็กๆ มากขึ้น"
"#00720","เขียนส่วนปิดปาก"
"#00721","เปลี่ยนแปลงโดย<br>เขียนฉากไร้สาระ"
"#00722","เปลี่ยนตัวละคร"
"#00723","มอบตัวละครที่น่าเบื่อ<br>รักครั้งใหม่ให้ชีวิต"
"#00724","เวลาการแข่งขัน"
"#00725","ให้นักแสดงของคุณแข่งขันกัน<br>คนอื่นๆ ในกิจกรรมที่น่าตื่นเต้น"
"#00726","คู่แข่ง → เพื่อน"
"#00727","มีทีมคู่แข่งสักคู่<br>สู้กับศัตรูที่เหมือนกัน"
"#00728","ฟื้นคืนชีพ"
"#00729","นำตัวละครที่แฟนๆ ชื่นชอบกลับมาอีกครั้ง"
"#00730","ตอนนี้คุณสามารถจ้างผู้ช่วยได้แล้ว"
"#00731","ฉันมาจากกลุ่มการจัดอันดับมังงะ"
"#00732","ย้ายอพาร์ทเม้นท์"
"#00733","ย้ายไปบ้าน"
"#00734","ส่วนขยาย"
"#00735","ซื้อรูปปั้นไคโร"
"#00736","ซื้อรูปปั้นลิงชิมแปน"
"#00737","ซื้อถ้วยรางวัลใหญ่"
"#00738","ซื้อถ้วยรางวัล"
"#00739","ซื้อตู้หยอดเหรียญ"
"#00740","ซื้อเกมอาร์เคด"
"#00741","ซื้อทีวีจอยักษ์"
"#00742","ซื้อเครื่องชงกาแฟ"
"#00743","ซื้อกล้องวิดีโอ"
"#00744","ซื้อกล้องดิจิตอล"
"#00745","ซื้อเครื่องพิมพ์"
"#00746","ซื้อสแกนเนอร์"
"#00747","ซื้อพีซี"
"#00748","ซื้อแอร์"
"#00749","ซื้อจักรยานออกกำลังกาย"
"#00750","ซื้อกล่องไฟ"
"#00751","ซื้อโรงงาน"
"#00752","ซื้ออุปกรณ์ออกกำลังกาย"
"#00753","ซื้อเครื่องเสียง"
"#00754","ซื้อโซฟา"
"#00755","ซื้อตู้ปลา"
"#00756","ซื้อชั้นวางหนังสือ (L)"
"#00757","ซื้อตู้เย็นสีแดง"
"#00758","ซื้อเครื่องซักผ้า"
"#00759","ซื้อภูเขาแฟนเมล"
"#00760","ซื้อการตั้งค่าการเล่นเกม"
"#00761","ซื้อหุ่นยนต์ของเล่น"
"#00762","ซื้อฟิกเกอร์โมโมโกะ"
"#00763","ซื้อเครื่องแฟกซ์"
"#00764","ซื้อทีวี"
"#00765","ซื้อโคมไฟตั้งพื้น"
"#00766","ซื้อตู้ฟิกเกอร์"
"#00767","ซื้อลูกโลก"
"#00768","ซื้อตู้เย็น 1 ประตู"
"#00769","ซื้อฟูก"
"#00770","ซื้อโทรศัพท์"
"#00771","ซื้อชั้นวางหนังสือ"
"#00772","ซื้อโรงหนังส่วนตัว"
"#00773","ซื้อที่จอดรถ"
"#00774","ซื้อสระ"
"#00775","ซื้อห้องนั่งเล่น"
"#00776","ซื้อห้องบรรยาย"
"#00777","ซื้อห้องน้ำ"
"#00778","ซื้อครัว"
"#00779","เพิ่มแผน"
"#00780","ธีมใหม่"
"#00781","ฉากใหม่"
"#00782","เร่งความเร็วงาน"
"#00783","ศิลปะการศึกษา"
"#00784","เรียนการเขียน"
"#00785","การวิจัยตัวละคร"
"#00786","มีเอกลักษณ์เฉพาะตัว"
"#00787","สถานะทั้งหมดขึ้น"
"#00788","ผู้ช่วยรถไฟ"
"#00789","กดดอลลาร์"
"#00790","โอ้เอ็มจี การ์ตูน"
"#00791","กล่าวว่าเป็น<br>ประตูสู่ความสำเร็จของมือใหม่"
"#00792","การ์ตูนแอนะล็อก"
"#00793","ผู้ชนะประจำสัปดาห์"
"#00794","เป็นที่นิยมในหมู่เด็กนักเรียน"
"#00795","หกมหาสมุทร"
"#00796","การ์ตูนสายฟ้า"
"#00797","เป็นที่นิยมในหมู่เด็กๆ<br>สร้างซีรีส์อนิเมะมาหลายเรื่อง"
"#00798","โพดันชา"
"#00799","เวทย์มนตร์ประจำสัปดาห์"
"#00800","เป็นที่นิยมในหมู่นักเรียนมัธยมปลาย<br>มีแนวโน้มที่จะทำละครโทรทัศน์"
"#00801","หวือมีเดีย"
"#00802","โชเน็น ลีป"
"#00803","เป็นที่นิยมในหมู่เด็กชายและเด็กหญิง<br>ผู้นำในอุตสาหกรรมมังงะ"
"#00804","บริษัทโอกาส"
"#00805","ชิมแปนบอล-ซี"
"#00806","มังงะสำหรับชิมแปนซี มีแฟนๆ<br>มากมายในชุมชนการเมือง"
"#00807","ไคโร คอมมิคส์"
"#00808","เกาะในฝันของไคโร"
"#00809","รักทั้งเด็กและผู้ใหญ่<br>เหมือนกล่องของเล่นในรูปแบบการ์ตูน"
"#00810","ลาดีด้า"
"#00811","เป็นที่นิยมของผู้หญิง<br>มืออาชีพ"
"#00812","ดอกกุหลาบและงีบหลับ"
"#00813","=#00802"
"#00814","ถั่วหวานเอ็กซ์ตร้า"
"#00815","เพื่อนประจำสัปดาห์"
"#00816","เอดิออส"
"#00817","เป็นที่นิยมของทั้งเด็กหญิงและสตรี<br>ผู้นำวงการการ์ตูน"
"#00818","ชิมแปนซีประจำสัปดาห์"
"#00819","สำหรับชิมแปนซี แอบอ่าน<br>โดยนักการเมืองและผู้เชี่ยวชาญ"
"#00820","ไคโรเกิร์ลส"
"#00821","มีแฟนหนุ่มที่กระตือรือร้นมากมาย"
"#00822","การ์ตูนลิงชิมแปน"
"#00823","ไคโรรายสัปดาห์"
"#00824","โจ ดอค"
"#00825","ฮิมิโกะ ซาซาคาวะ"
"#00826","=#00098"
"#00827","แคลลี่ ฟอร์เนีย"
"#00828","เคอิโกะ มิยาทาเกะ"
"#00829","นีโอทา อูฮูลู"
"#00830","อินดี้ กลาสฮาร์ท"
"#00831","=#00099"
"#00832","=#00107"
"#00833","สแตนลี่ย์ มาร์เวล"
"#00834","เรเวน อีสต์วูด"
"#00835","=#00111"
"#00836","โมนาโกยูโรปา"
"#00837","ชุงอุคมิน"
"#00838","พลธนูรถถัง"
"#00839","พีช ปาลาห์นุก"
"#00840","บาบากานุส"
"#00841","ไทกะ โคบายาชิ"
"#00842","นานาโกะ ทาเคอิจิ"
"#00843","จอน เบ็นสัน"
"#00844","ไมเคิล คอมิค"
"#00845","เทอร์รี แด็กทิล"
"#00846","พ่อฟุลตัน"
"#00847","เชอร์ลีย์ น็อต"
"#00848","พิปปะแอปเปิ้ล"
"#00849","ต.เชิร์ต"
"#00850","เอ็ดดี้ อลัน โครว์"
"#00851","เฉาเซียงเฉิน"
"#00852","สตีฟ เวิร์ค"
"#00853","ปลายชิมแปนซี"
"#00854","คนทำขนมปัง"
"#00855","ฤดูใบไม้ร่วงโอ๊คลีย์"
"#00856","เวเคซา อิวู"
"#00857","เศรษฐีโกลด์แมน"
"#00858","อากิระ โทริคาวะ"
"#00859","ลูคัส เวเบอร์"
"#00860","ควินน์ ซีเวิร์ธ"
"#00861","เอเวลิน แบล็ค"
"#00862","อาร์ตี้โช๊ค"
"#00863","แม็ค อาโรนี"
"#00864","มายา ไนเซะ"
"#00865","ซอยอนปาร์ค"
"#00866","จางเหว่ยหยาง"
"#00867","ทุ่งวานิลลา"
"#00868","กิล เบตส์ จูเนียร์"
"#00869","ศิลปิน Doodle"
"#00870","ศิลปินหน้าใหม่"
"#00871","ศิลปินต่อรองราคา"
"#00872","ศิลปินที่ดี"
"#00873","ศิลปินยอดนิยม"
"#00874","ศิลปินที่รัก"
"#00875","ศิลปินที่มีชื่อเสียง"
"#00876","มังงะมาเอสโตร"
"#00877","ชื่อครัวเรือน"
"#00878","สตอรี่มังงะสตาร์"
"#00879","ศิลปินการ์ตูนของสาวๆ"
"#00880","ศิลปินในฝัน"
"#00881","กูรูด้านการ์ตูนของสาวๆ"
"#00882","เกียรตินิยม นักเรียน"
"#00883","แก๊กมังงะมือใหม่"
"#00884","แก๊กมังงะไอดอล"
"#00885","สัมภาษณ์นิตยสาร"
"#00886","สัมภาษณ์ทางทีวี"
"#00887","นวนิยาย"
"#00888","รายการวิทยุ"
"#00889","หนังสือศิลปะลดราคา"
"#00890","สินค้าลดราคา"
"#00891","ปล่อยต่างประเทศ"
"#00892","สร้างสวนสนุก"
"#00893","ผลิตของเล่น"
"#00894","ดัดแปลงอนิเมะ"
"#00895","การสร้างละคร"
"#00896","การดัดแปลงภาพยนตร์"
"#00897","ชีวประวัติถูกเผยแพร่"
"#00898","โฆษณาบล็อกบัสเตอร์"
"#00899","นักอ่านบูม"
"#00900","เด็กบูม"
"#00901","แนะนำ"
"#00902","ซีเรียลประจำสัปดาห์"
"#00903","แฟนเพลงโปรด"
"#00904","บูมผู้อ่านผู้ใหญ่"
"#00905","ธุรกิจบูม"
"#00906","ทีวีบูม"
"#00907","วิทยุบูม"
"#00908","อาร์ตบล็อก"
"#00909","ไม่มีความกระตือรือร้น"
"#00910","หมึกหกเลอะ"
"#00911","หน้าฉีก"
"#00912","เลียนแบบ"
"#00913","=#00692"
"#00914","=#00694"
"#00915","=#00696"
"#00916","=#00698"
"#00917","=#00700"
"#00918","=#00702"
"#00919","=#00704"
"#00920","=#00706"
"#00921","=#00708"
"#00922","แจ้งการยกเลิก"
"#00923","ยกเลิก"
"#00924","ย้ายบ้าน2"
"#00925","รางวัลซีรีส์_0"
"#00926","=MID(#00925,1,-1)&'1'"
"#00927","=MID(#00925,1,-1)&'2'"
"#00928","=MID(#00925,1,-1)&'3'"
"#00929","=MID(#00925,1,-1)&'4'"
"#00930","=MID(#00925,1,-1)&'5'"
"#00931","=MID(#00925,1,-1)&'6'"
"#00932","แฟนๆเบื่อ"
"#00933","เป็นหวัด"
"#00934","รู้สึกดี"
"#00935","ตัวละครแย่มาก"
"#00936","ชื่อน่าเบื่อ"
"#00937","โครงเรื่องทื่อ"
"#00938","ศิลปะไม่ดี"
"#00939","ตัวละครสุดเท่"
"#00940","มีเสน่ห์อย่างยิ่ง"
"#00941","ผลงานชิ้นเอก"
"#00942","โครงเรื่องเดิม"
"#00943","ธีมที่เหนียวแน่น"
"#00944","=#00710"
"#00945","เลเวอเรจ 2"
"#00946","=#00712"
"#00947","ทำให้พวกเขาหัวเราะ 2"
"#00948","=#00714"
"#00949","=#00716"
"#00950","=#00718"
"#00951","=#00720"
"#00952","=#00722"
"#00953","=#00724"
"#00954","=#00726"
"#00955","=#00728"
"#00956","นาชิ"
"#00957","สุนัยปา-"
"#00958","สุภาษิต"
"#00959","กาคุเอ็น"
"#00960","อูชู"
"#00961","โคได"
"#00962","มิไร"
"#00963","โบเก้"
"#00964","เรไน"
"#00965","ฟูอันตาจิ-"
"#00966","บิโชโจ"
"#00967","ไอโดรุ"
"#00968","=#00181"
"#00969","โรบอตโต้"
"#00970","แทนเต้"
"#00971","โชโบชิ"
"#00972","มังกะ"
"#00973","มาโฮสึไค"
"#00974","อิชา"
"#00975","เคสึสึ"
"#00976","นินจา"
"#00977","เซบูเกกิ"
"#00978","โยโจฮัน"
"#00979","ชิมแปนจิ-"
"#00980","คมยุทา"
"#00981","เซคุชิ-"
"#00982","ปัญจิรา"
"#00983","โอตาคุ"
"#00984","ชุด"
"#00985","คาคุโตะ"
"#00986","ซูโม่"
"#00987","ยากิว"
"#00988","สักกะ-"
"#00989","เทนนิสุ"
"#00990","สึริ"
"#00991","โดบุสึ"
"#00992","คอนชู"
"#00993","ฟุเรียว"
"#00994","ไคโซคุ"
"#00995","จิฮังกิ"
"#00996","เนโคมิมิ"
"#00997","ข้าม"
"#00998","ย้อนกลับ"
"#00999","|-1|-1|-1|1|ฉันหวังว่าจะได้ร่วมงานกับคุณ!|"
"#01000","|-1|-1|-1|1|ยี้!|"
"#01001","|-1|-1|-1|1|มาพยายามกันให้มากที่สุด|"
"#01002","|-1|-1|-1|2|ขอบคุณสำหรับทุกอย่าง|ลาก่อน|"
"#01003","|-1|-1|-1|2|จริงเหรอ...?|ลาก่อน|"
"#01004","Blacky Sheep|-1|8|5|4|สวัสดี!|ฉัน Blacky Sheep และฉันเป็น<br>อาจารย์สอนการ์ตูนมา 45 ปีแล้ว|ฉันจะสนับสนุนเธอ  ใน<br>การเดินทางของคุณเพื่อก้าวขึ้นเป็นศิลปินการ์ตูนชื่อดัง<br>ในอีก 5 ปีข้างหน้า<br>5 ปีข้างหน้า มาทำสิ่งนี้กันเถอะ|"
"#01005","ตัวเอก|-1|-1|-1|1|ฉันจะทำให้มาก<br>มังงะ!|"
"#01006","แกะดำ|-1|8|5|2|ก่อนอื่น มาวาด<br>การ์ตูนเรื่องใหม่กันเถอะ!|แตะปุ่ม "วาดการ์ตูน"|"
"#01007","ตัวเอก|-1|-1|-1|1|ฉันได้รับคำขอแล้ว แต่ไม่มี<br>สต๊อกสินค้าเลย...|"
"#01008","Blacky Sheep|-1|8|5|2|นี่คือโอกาสครั้งใหญ่ของคุณ หยิบ<br>ปากกาของคุณแล้วเขียนได้เลย<br>ทันที!|มาวาดการ์ตูนสุดเจ๋งกันเถอะ....  <br>แต่อย่าลืม<br>กำหนดเวลาของคุณ|"
"#01009","Blacky Sheep|-1|8|5|1|มากำหนดแผนสำหรับ<br>สัปดาห์นี้กัน สำหรับการ์ตูนเรื่อง<br>ความยาวนี้ เราต้องการ 1 แผน|"
"#01010","Blacky Sheep|-1|8|5|1|มากำหนดแผนสำหรับ<br>สัปดาห์นี้กัน สำหรับการ์ตูนเรื่อง<br>ความยาวนี้ เราต้องการ 2 แผน|"
"#01011","Blacky Sheep|-1|8|5|1|มากำหนดแผนสำหรับ<br>สัปดาห์นี้กัน สำหรับการ์ตูนเรื่อง<br>ความยาวนี้ เราต้องการ 3 แผน|"
"#01012","Blacky Sheep|-1|8|5|1|มาตั้งค่าแผนสำหรับ<br>สัปดาห์นี้กัน สำหรับการ์ตูนเรื่อง<br>ความยาวนี้ เราต้องการ 4 แผน|"
"#01013","กลุ่มเรตติ้งมังงะ|-1|5|5|3|สวัสดี <0>...|เราได้รับรายงานว่า<br>อันดับนักวาดการ์ตูนของคุณ<br>เพิ่มขึ้น|คุณ'  ทำงานหนักและเอาชนะ<br>ความท้าทายที่ยากลำบากมากมาย<br>ยินดีด้วย!|"
"#01014","ตัวเอก|-1|-1|-1|1|ฉันได้เห็นสถานที่ใหม่ที่ดีแล้ว<br>ฉันสามารถย้ายไปที่|"
"#01015","Blacky Sheep|-1|8|5|1|มีการเปลี่ยนแปลงใน<br>ฐานแฟนๆ|"
"#01016","บรรณาธิการ|-1|-1|-1|5|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|ความนิยมกำลังลดลง<br>เร็ว...|หากคุณอยู่ต่ำกว่าอันดับ 17  อีกครั้ง<br>เราจะต้องมี<br>การสนทนาที่จริงจัง|ถ้าคุณไม่ต้องการที่จะ<br>ยุติการทำงาน ให้ทำงานหนักขึ้นอีกหน่อย<br>จากนี้ไป|ลาก่อน|  "
"#01017","บรรณาธิการ|-1|-1|-1|4|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|ฉันไม่อยากบอกคุณเรื่องนี้ แต่<br>เราตัดสินใจที่จะยุติแล้ว<  br>การ์ตูนของคุณ|น่าเสียดาย ฉันเคยดู<br>ตั้งหน้าตั้งตารออ่านนะ รู้ไหม|เล่มที่สัปดาห์หน้าจะเป็น<br>ตีพิมพ์ล่าสุด ทำซีรีส์<br>ภาคภูมิใจของคุณ|"
